t,shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
1.1091999112977646e-05,1.010989010989011,-82.5934065934066,86.28571428571429,-97.62637362637362,89.36263736263736,1.6927083333333333
0.10219664800024475,1.010989010989011,-93.49450549450549,86.28571428571429,-97.36263736263736,89.36263736263736,1.6927083333333333
0.20013633300004585,1.098901098901099,-101.58241758241758,86.28571428571429,-97.36263736263736,89.36263736263736,1.6927083333333333
0.3022024620004231,1.098901098901099,-106.50549450549451,86.37362637362638,-97.36263736263736,89.36263736263736,1.6927083333333333
0.40014261000033,1.010989010989011,-109.23076923076923,86.37362637362638,-97.36263736263736,89.36263736263736,1.6927083333333333
0.5022047399997973,1.010989010989011,-111.6923076923077,86.37362637362638,-97.36263736263736,89.36263736263736,1.6927083333333333
0.600158035998902,0.9230769230769231,-112.83516483516483,86.37362637362638,-97.36263736263736,89.36263736263736,1.6927083333333333
0.7022145179998915,0.9230769230769231,-114.94505494505495,86.37362637362638,-97.36263736263736,89.36263736263736,1.6927083333333333
0.8001671660003922,1.010989010989011,-118.46153846153847,86.37362637362638,-97.36263736263736,89.36263736263736,1.6927083333333333
0.9022272210004303,1.010989010989011,-123.03296703296704,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.0001799250003387,1.098901098901099,-129.0989010989011,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.1022397769993404,1.1868131868131868,-135.5164835164835,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.200191461999566,1.2747252747252746,-138.76923076923077,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.3022530359994562,1.4505494505494505,-139.2967032967033,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.4002045170000201,1.4505494505494505,-139.3846153846154,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.5022649990005448,1.4505494505494505,-139.47252747252747,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.600220164998973,1.4505494505494505,-139.47252747252747,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.7022804249991168,1.2747252747252746,-139.64835164835165,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.8002331469997443,1.1868131868131868,-141.3186813186813,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
1.9022918689988728,1.3626373626373627,-145.8021978021978,86.46153846153847,-97.36263736263736,89.36263736263736,1.6927083333333333
