t,shoulder_pan,elbow_flex,shoulder_lift,wrist_flex,wrist_roll,gripper
7.648000064364169e-06,-0.13186813186813187,152.30769230769232,96.74725274725274,-101.4065934065934,89.27472527472527,1.1067708333333335
0.10306909300015832,-0.04395604395604396,157.3186813186813,86.37362637362638,-99.03296703296704,89.27472527472527,1.1067708333333335
0.20101203699960024,-0.13186813186813187,165.84615384615384,71.25274725274726,-93.84615384615384,89.27472527472527,1.1067708333333335
0.3040736670000115,-0.13186813186813187,174.9010989010989,58.15384615384615,-88.83516483516483,89.27472527472527,1.1067708333333335
0.4020158329994956,-0.13186813186813187,-176.92307692307693,51.032967032967036,-85.49450549450549,89.27472527472527,1.1067708333333335
0.5000237590002143,-0.13186813186813187,-168.3956043956044,47.69230769230769,-83.03296703296704,89.27472527472527,1.1067708333333335
0.6030822590000753,-0.21978021978021978,-159.25274725274724,45.40659340659341,-79.6043956043956,89.27472527472527,1.1067708333333335
0.7010381479994976,-0.3076923076923077,-150.9010989010989,40.83516483516483,-73.36263736263736,89.27472527472527,1.1067708333333335
0.8041187959997842,-0.3076923076923077,-142.63736263736263,34.59340659340659,-63.34065934065934,89.27472527472527,1.1067708333333335
0.9020654629994169,-0.21978021978021978,-136.30769230769232,30.021978021978022,-51.91208791208791,89.27472527472527,1.1067708333333335
1.00005499999952,-0.21978021978021978,-132.6153846153846,28.263736263736263,-39.86813186813187,89.27472527472527,1.1067708333333335
1.1031192959999316,-0.21978021978021978,-131.82417582417582,28.791208791208792,-28.87912087912088,89.27472527472527,1.1067708333333335
1.201060444000177,-0.4835164835164835,-130.15384615384616,29.054945054945055,-20.263736263736263,89.18681318681318,1.1067708333333335
1.3041237399993406,-0.5714285714285714,-120.83516483516483,28.703296703296704,-14.10989010989011,89.18681318681318,1.1067708333333335
1.4020503699994151,-1.098901098901099,-113.45054945054945,28.87912087912088,-13.142857142857142,89.18681318681318,1.1067708333333335
1.500081555000179,-3.032967032967033,-106.68131868131869,29.054945054945055,-12.967032967032967,89.18681318681318,1.1067708333333335
1.6031447400000616,-4.0,-96.21978021978022,29.406593406593405,-12.967032967032967,89.18681318681318,1.1067708333333335
1.7010962029999064,-4.615384615384615,-86.9010989010989,29.582417582417584,-12.967032967032967,89.0989010989011,1.1067708333333335
1.804165443999409,-7.78021978021978,-79.42857142857143,29.582417582417584,-12.967032967032967,89.36263736263736,1.1067708333333335
1.9021081470000354,-7.868131868131868,-73.62637362637362,30.373626373626372,-12.967032967032967,89.45054945054945,1.1067708333333335
2.0001139619998867,-7.868131868131868,-69.75824175824175,33.0989010989011,-12.967032967032967,89.45054945054945,1.1067708333333335
2.1031792949997907,-7.78021978021978,-68.79120879120879,36.879120879120876,-13.142857142857142,89.18681318681318,1.1067708333333335
2.201124999000058,-7.6923076923076925,-68.35164835164835,37.494505494505496,-13.054945054945055,89.18681318681318,1.1067708333333335
2.3041899619993274,-7.78021978021978,-64.74725274725274,37.23076923076923,-13.142857142857142,89.18681318681318,1.1067708333333335
2.4021479989996806,-8.307692307692308,-62.54945054945055,37.142857142857146,-13.31868131868132,89.18681318681318,1.1067708333333335
2.500146479999785,-7.956043956043956,-62.37362637362637,36.7032967032967,-13.31868131868132,89.18681318681318,1.171875
2.6032098509995194,-7.6923076923076925,-62.37362637362637,35.032967032967036,-13.23076923076923,89.45054945054945,3.125
2.701160442999935,-8.219780219780219,-62.10989010989011,34.94505494505494,-13.054945054945055,89.45054945054945,8.59375
2.8042205729998386,-8.395604395604396,-61.40659340659341,35.472527472527474,-12.791208791208792,89.27472527472527,16.666666666666664
2.9021739800000432,-8.395604395604396,-58.68131868131868,34.68131868131868,-12.791208791208792,89.27472527472527,23.111979166666664
3.0001833689993873,-8.395604395604396,-57.8021978021978,34.065934065934066,-12.703296703296703,89.27472527472527,26.953125
3.1032410359994174,-8.395604395604396,-57.8021978021978,34.505494505494504,-10.593406593406593,89.27472527472527,27.669270833333332
3.2011893499993676,-8.307692307692308,-58.417582417582416,33.8021978021978,-4.527472527472527,89.27472527472527,27.669270833333332
3.3042688320001616,-7.956043956043956,-59.56043956043956,31.34065934065934,2.065934065934066,89.27472527472527,27.669270833333332
3.402251738999439,-7.868131868131868,-59.824175824175825,28.52747252747253,8.043956043956044,89.27472527472527,27.669270833333332
3.5002367950000917,-7.868131868131868,-58.32967032967033,25.36263736263736,11.912087912087912,89.27472527472527,27.669270833333332
3.6032774429995698,-7.868131868131868,-54.10989010989011,21.75824175824176,12.791208791208792,89.27472527472527,27.669270833333332
3.7012332200001765,-7.868131868131868,-49.362637362637365,14.989010989010989,12.967032967032967,89.27472527472527,27.604166666666668
3.804293330999826,-7.78021978021978,-44.26373626373626,8.747252747252746,13.406593406593407,89.27472527472527,27.604166666666668
3.902245831000073,-8.043956043956044,-42.68131868131868,7.34065934065934,13.406593406593407,89.27472527472527,27.5390625
4.000244034999923,-7.956043956043956,-42.417582417582416,7.516483516483516,13.406593406593407,89.27472527472527,27.473958333333332
4.103306682999573,-7.78021978021978,-42.417582417582416,7.6923076923076925,13.406593406593407,89.18681318681318,27.408854166666668
4.201222071999837,-7.78021978021978,-42.505494505494504,7.868131868131868,13.406593406593407,89.18681318681318,25.78125
4.304326108999703,-7.78021978021978,-42.505494505494504,7.868131868131868,13.406593406593407,89.18681318681318,19.075520833333336
4.402271979000034,-7.868131868131868,-42.417582417582416,7.868131868131868,12.967032967032967,89.18681318681318,10.611979166666668
4.500280978999399,-7.868131868131868,-42.417582417582416,7.868131868131868,12.967032967032967,89.18681318681318,11.979166666666668
4.603341848999662,-7.868131868131868,-42.59340659340659,7.428571428571429,12.87912087912088,89.18681318681318,11.783854166666668
4.701294904999486,-7.6923076923076925,-43.64835164835165,6.021978021978022,12.703296703296703,89.18681318681318,11.783854166666668
4.804351071999918,-6.461538461538462,-48.30769230769231,2.065934065934066,12.703296703296703,89.45054945054945,11.783854166666668
4.902306682999551,-6.285714285714286,-52.967032967032964,-1.4505494505494505,12.791208791208792,89.53846153846153,11.783854166666668
5.000315422999847,-6.197802197802198,-58.32967032967033,-4.175824175824176,13.142857142857142,89.53846153846153,11.783854166666668
5.103373737999391,-6.197802197802198,-65.01098901098901,-5.406593406593407,13.23076923076923,89.53846153846153,11.783854166666668
5.201323405000039,-6.197802197802198,-72.65934065934066,-5.406593406593407,13.23076923076923,89.53846153846153,11.783854166666668
5.304386144999626,-6.1098901098901095,-81.0989010989011,-5.406593406593407,13.054945054945055,89.62637362637362,11.783854166666668
5.402339016000042,-6.1098901098901095,-88.48351648351648,-5.406593406593407,12.87912087912088,89.71428571428571,11.783854166666668
5.500348366999788,-6.197802197802198,-95.51648351648352,-5.4945054945054945,12.791208791208792,89.71428571428571,11.783854166666668
5.603403366999373,-6.1098901098901095,-104.48351648351648,-5.4945054945054945,12.791208791208792,89.8021978021978,11.783854166666668
5.7013588489999165,-5.758241758241758,-113.71428571428571,-5.230769230769231,12.87912087912088,89.8021978021978,11.783854166666668
5.804423681999651,-3.7362637362637363,-122.41758241758242,-4.791208791208791,13.142857142857142,89.8021978021978,11.783854166666668
5.902370681999855,-3.2967032967032965,-128.3956043956044,-4.351648351648351,13.31868131868132,89.8021978021978,11.783854166666668
6.000375107999389,-3.208791208791209,-134.54945054945054,-0.5714285714285714,13.31868131868132,89.8021978021978,11.783854166666668
6.1034380709998,-3.2967032967032965,-142.9010989010989,9.978021978021978,13.23076923076923,89.8021978021978,11.783854166666668
6.201410496999415,-3.7362637362637363,-153.36263736263737,24.307692307692307,13.054945054945055,89.8021978021978,11.783854166666668
6.3044588299999305,-3.8241758241758244,-165.84615384615384,41.18681318681319,12.967032967032967,89.71428571428571,11.783854166666668
6.4024042559995,-3.8241758241758244,-178.15384615384616,56.65934065934066,12.791208791208792,89.71428571428571,11.783854166666668
6.500412571000197,-3.6483516483516483,170.6813186813187,69.31868131868131,12.791208791208792,89.71428571428571,11.783854166666668
6.603472218999741,-3.7362637362637363,161.71428571428572,78.72527472527473,12.703296703296703,89.62637362637362,11.783854166666668
6.7014249779995225,-3.8241758241758244,156.0,84.52747252747253,12.703296703296703,89.62637362637362,11.783854166666668
6.8044868669994685,-3.5604395604395602,151.69230769230768,89.8021978021978,12.703296703296703,89.62637362637362,11.783854166666668
